intersection_id,channel_id,intersection_records,observations,finite,invalid,zero,positive,volume,finite_rate,positive_rate,approach,configured,operational,verification,source_note
1001,1,76422,76422,72704,3718,4316,68388,1958867,0.9513490879589647,0.8948732040511894,south,True,True,diagram_auto,
1001,2,76422,76422,72837,3585,1416,71421,2630048,0.9530894245112664,0.9345607285860092,south,True,True,diagram_auto,
1001,3,76422,76422,72814,3608,2633,70181,2371475,0.9527884640548533,0.918335034414174,south,True,True,diagram_auto,
1001,4,76422,76422,72871,3551,397,72474,3894859,0.9535343225772683,0.948339483394834,west,True,True,diagram_auto,
1001,5,76422,76422,72895,3527,203,72692,4336366,0.9538483682709168,0.9511920651121405,west,True,True,diagram_auto,
1001,6,76422,76422,72891,3531,324,72567,3832883,0.9537960273219753,0.9495564104577215,west,True,True,diagram_auto,
1001,7,76422,76422,72238,4184,1879,70359,2683763,0.9452513674072911,0.9206642066420664,north,True,True,diagram_auto,
1001,8,76422,76422,72924,3498,1321,71603,3032924,0.9542278401507419,0.9369422417628431,north,True,True,diagram_auto,
1001,9,76422,76422,72924,3498,1163,71761,3428629,0.9542278401507419,0.9390097092460287,north,True,True,diagram_auto,
1001,10,76422,76422,72922,3500,6410,66512,2018999,0.9542016696762712,0.8703252989976709,east,True,True,diagram_auto,
1001,11,76422,76422,72919,3503,402,72517,3159503,0.9541624139645651,0.948902148595954,east,True,True,diagram_auto,
1001,12,76422,76422,72919,3503,2213,70706,2621395,0.9541624139645651,0.9252047839627332,east,True,True,diagram_auto,
1002,1,76422,76422,74286,2136,3151,71135,3048920,0.9720499332652901,0.9308183507366988,south,True,True,diagram_auto,
1002,2,76422,76422,74789,1633,2180,72609,3547546,0.9786318075946717,0.9501059904216064,south,True,True,diagram_auto,
1002,3,76422,76422,74731,1691,3288,71443,3067169,0.9778728638350214,0.934848603805187,south,True,True,diagram_auto,
1002,4,76422,76422,73576,2846,7124,66452,843973,0.9627594148281908,0.8695401847635498,west,True,True,diagram_auto,
1002,5,76422,76422,74780,1642,333,74447,2341453,0.9785140404595535,0.9741566564601816,west,True,True,diagram_auto,
1002,6,76422,76422,74664,1758,1412,73252,1711188,0.9769961529402528,0.958519797963937,west,True,True,diagram_auto,
1002,8,76422,76422,74804,1618,232,74572,3835089,0.9788280861532019,0.9757923111146005,north,True,True,diagram_auto,
1002,9,76422,76422,74800,1622,1100,73700,3027963,0.9787757452042606,0.9643819842453744,north,True,True,diagram_auto,
1002,10,76422,76422,74797,1625,4129,70668,1141604,0.9787364894925545,0.92470754494779,east,True,True,diagram_auto,
1002,11,76422,76422,74797,1625,911,73886,1965698,0.9787364894925545,0.9668158383711497,east,True,True,diagram_auto,
1002,12,76422,76422,74801,1621,3189,71612,2025833,0.9787888304414959,0.9370600088979614,east,True,True,diagram_auto,
1010,1,76422,76422,72486,3936,356,72130,5331275,0.9484965062416582,0.9438381617858732,south,True,True,diagram_auto,
1010,2,76422,76422,70595,5827,52,70543,6122302,0.9237523226296093,0.923071890293371,south,True,True,diagram_auto,
1010,4,76422,76422,72528,3894,162,72366,2496767,0.9490460862055429,0.946926277773416,south,True,True,diagram_auto,
1010,5,76422,76422,72215,4207,46,72169,2367572,0.9449504069508781,0.9443484860380519,west,True,True,diagram_auto,
1010,6,76422,76422,72424,3998,268,72156,3256688,0.9476852215330664,0.9441783779539923,west,True,True,diagram_auto,
1010,7,76422,76422,72468,3954,298,72170,3445328,0.9482609719714219,0.9443615712752872,north,True,True,diagram_auto,
1010,8,76422,76422,73739,2683,33222,40517,4133841,0.964892308497553,0.5301745570647196,north,True,True,diagram_auto,
1010,9,76422,76422,73740,2682,2907,70833,2390393,0.9649053937347885,0.9268666090916229,north,True,True,diagram_auto,
1010,10,76422,76422,73738,2684,15893,57845,5998356,0.9648792232603177,0.756915547878883,east,True,True,diagram_auto,
1010,11,76422,40702,38171,2531,13865,24306,4262753,0.9378163235221857,0.5971696722519778,east,True,True,diagram_auto,
1012,1,76422,76422,72341,4081,21,72320,6683153,0.9465991468425322,0.9463243568605899,south,True,True,diagram_auto,
1012,2,76422,76422,72339,4083,38,72301,6705933,0.9465729763680616,0.9460757373531182,south,True,True,diagram_auto,
1012,3,76422,76422,71730,4692,157,71573,4351200,0.9386040668917327,0.9365496846457826,east,True,True,diagram_auto,
1012,4,76422,76422,71735,4687,350,71385,4238347,0.9386694930779095,0.9340896600455366,east,True,True,diagram_auto,
1014,1,76422,76422,76193,229,816,75377,4588771,0.9970034806731046,0.9863259270890581,south,True,True,diagram_auto,
1014,2,76422,76422,52467,23955,197,52270,5132910,0.6865431420271649,0.6839653502918008,south,True,True,diagram_auto,
1014,3,76422,76422,75291,1131,132,75159,7436810,0.9852005966868179,0.9834733453717516,south,True,True,diagram_auto,
1014,4,76422,76422,75303,1119,141,75162,9067441,0.9853576195336421,0.9835126010834576,south,True,True,diagram_auto,
1014,5,76422,76422,76226,196,798,75428,4162670,0.9974352935018712,0.986993274188061,west,True,True,diagram_auto,
1014,6,76422,76422,76241,181,406,75835,4000774,0.9976315720604014,0.992318965742849,west,True,True,diagram_auto,
1014,7,76422,76422,76258,164,165,76093,4890934,0.9978540210934024,0.9956949569495694,west,True,True,diagram_auto,
1014,8,76422,23268,21399,1869,57,21342,1610777,0.9196750902527075,0.9172253739040742,north,True,True,diagram_auto,
1014,9,76422,23268,8195,15073,4067,4128,895320,0.35220044696578995,0.1774110366168128,east,True,True,diagram_auto,
1014,10,76422,23268,6247,17021,2963,3284,746309,0.26848031631425134,0.14113804366511948,east,True,True,diagram_auto,
1014,11,76422,23268,7087,16181,3330,3757,698788,0.30458139934674233,0.16146639161079596,east,True,True,diagram_auto,
1016,1,76422,76422,40325,36097,1100,39225,2162881,0.5276621915155322,0.513268430556646,south,True,True,diagram_auto,
1016,2,76422,76422,73328,3094,416,72912,5232804,0.9595142759938238,0.9540708173039177,south,True,True,diagram_auto,
1016,3,76422,76422,73327,3095,418,72909,5518240,0.9595011907565885,0.9540315615922117,south,True,True,diagram_auto,
1016,4,76422,76422,73289,3133,626,72663,2192681,0.9590039517416451,0.9508125932323153,west,True,True,diagram_auto,
1016,5,76422,76422,73379,3043,689,72690,2442328,0.9601816230928266,0.9511658946376698,west,True,True,diagram_auto,
1016,6,76422,76422,73372,3050,660,72712,2196012,0.9600900264321792,0.9514537698568475,west,True,True,diagram_auto,
1016,7,76422,76422,72921,3501,1596,71325,2128691,0.9541885844390359,0.9333045458114155,west,True,True,diagram_auto,
1016,8,76422,76422,73389,3033,768,72621,3528530,0.9603124754651802,0.9502630132684305,north,True,True,diagram_auto,
1016,9,76422,76422,73385,3037,469,72916,4122168,0.9602601345162388,0.9541231582528591,north,True,True,diagram_auto,
1016,10,76422,76422,73384,3038,516,72868,4118332,0.9602470492790034,0.9534950668655623,north,True,True,diagram_auto,
1016,11,76422,76422,73384,3038,676,72708,2357894,0.9602470492790034,0.9514014289079061,east,True,True,diagram_auto,
1016,12,76422,76422,73384,3038,3544,69840,2404486,0.9602470492790034,0.9138729685169192,east,True,True,diagram_auto,
1017,1,76422,76422,38718,37704,16,38702,9304491,0.506634215278323,0.5064248514825573,south,True,True,diagram_auto,
1017,2,76422,76422,38717,37705,8,38709,8608915,0.5066211300410877,0.5065164481432048,south,True,True,diagram_auto,
1017,3,76422,76422,38716,37706,9,38707,7761821,0.5066080448038522,0.5064902776687341,south,True,True,diagram_auto,
1017,4,76422,76422,36947,39475,2196,34751,4348859,0.48346026013451626,0.4547250791656853,west,True,True,diagram_auto,
1017,5,76422,76422,36076,40346,1157,34919,4899677,0.47206301850252547,0.45692339902122425,west,True,True,diagram_auto,
1017,6,76422,76422,35953,40469,978,34975,5418046,0.47045353432257725,0.45765617230640393,west,True,True,diagram_auto,
1017,7,76422,76422,36926,39496,1623,35303,12363569,0.48318547015257385,0.46194813011959907,west,True,True,diagram_auto,
1017,8,76422,76422,38716,37706,922,37794,7810779,0.5066080448038522,0.4945434560728586,north,True,True,diagram_auto,
1017,9,76422,76422,38716,37706,944,37772,7130003,0.5066080448038522,0.4942555808536809,north,True,True,diagram_auto,
1017,10,76422,76422,38716,37706,1071,37645,5782477,0.5066080448038522,0.4925937557247913,north,True,True,diagram_auto,
1017,11,76422,76422,38716,37706,972,37744,5161763,0.5066080448038522,0.49388919421109106,east,True,True,diagram_auto,
1017,12,76422,76422,38716,37706,52,38664,6851408,0.5066080448038522,0.5059276124676141,east,True,True,diagram_auto,
1017,13,76422,76422,38716,37706,10,38706,7099431,0.5066080448038522,0.5064771924314988,east,True,True,diagram_auto,
1017,14,76422,76422,38715,37707,56,38659,12076355,0.5065949595666169,0.5058621862814373,east,True,True,diagram_auto,
1018,1,76422,76422,70075,6347,3084,66991,2083259,0.9169479992672267,0.876593127633404,unknown,True,True,diagram_auto,
1018,2,76422,76422,68852,7570,286,68566,2729603,0.9009447541283924,0.897202376279082,unknown,True,True,diagram_auto,
1018,3,76422,76422,70088,6334,1027,69061,2693885,0.9171181073512863,0.9036795687105807,unknown,True,True,diagram_auto,
1018,4,76422,76422,69259,7163,847,68412,4928208,0.9062704456831803,0.8951872497448379,unknown,True,True,diagram_auto,
1018,5,76422,76422,70185,6237,133,70052,4843574,0.9183873753631153,0.9166470388108137,unknown,True,True,diagram_auto,
1018,6,76422,76422,69715,6707,143,69572,4979062,0.9122373138625003,0.9103661249378451,unknown,True,True,diagram_auto,
1018,7,76422,76422,70188,6234,192,69996,1984283,0.9184266310748214,0.9159142655256339,unknown,True,True,diagram_auto,
1019,1,76422,76422,19701,56721,95,19606,876514,0.2577922587736516,0.25654916123629323,south,True,True,diagram_auto,
1019,2,76422,76422,19776,56646,47,19729,1389579,0.2587736515663029,0.2581586454162414,south,True,True,diagram_auto,
1019,3,76422,76422,19738,56684,48,19690,1277816,0.2582764125513596,0.2576483211640627,south,True,True,diagram_auto,
1019,4,76422,76422,19773,56649,54,19719,2049656,0.25873439585459684,0.2580277930438879,south,True,True,diagram_auto,
1019,5,76422,76422,19770,56652,326,19444,432766,0.2586951401428908,0.25442935280416634,west,True,True,diagram_auto,
1019,6,76422,76422,17895,58527,739,17156,304097,0.23416032032660752,0.22449033000968308,west,True,True,diagram_auto,
1019,7,76422,76422,53,76369,50,3,4,0.0006935175734736071,3.925571170605323e-05,west,True,False,diagram_auto,
1019,8,76422,76422,19768,56654,1916,17852,1126243,0.25866896966842007,0.2335976551254874,north,True,True,diagram_auto,
1019,9,76422,76422,19767,56655,12394,7373,539298,0.25865588443118476,0.09647745413624349,north,True,True,diagram_auto,
1019,10,76422,76422,19764,56658,11776,7988,763931,0.25861662871947866,0.1045248750359844,north,True,True,diagram_auto,
1019,11,76422,76422,19767,56655,1946,17821,1307317,0.25865588443118476,0.23319201277119153,north,True,True,diagram_auto,
1021,1,76422,76422,75841,581,857,74984,4368452,0.992397477166261,0.9811834288555652,south,True,True,diagram_auto,
1021,2,76422,76422,76349,73,117,76232,3912376,0.9990447776818193,0.9975138049252833,south,True,True,diagram_auto,
1021,3,76422,76422,76311,111,28,76283,5876513,0.9985475386668761,0.9981811520242863,west,True,True,diagram_auto,
1021,4,76422,76422,75789,633,245,75544,6047234,0.9917170448300228,0.9885111617073618,west,True,True,diagram_auto,
1021,5,76422,76422,76339,83,882,75457,3109115,0.9989139253094659,0.9873727460678862,north,True,True,diagram_auto,
1021,6,76422,76422,76353,69,15,76338,6412536,0.9990971186307608,0.9989008400722305,east,True,True,diagram_auto,
1021,7,76422,76422,76353,69,32,76321,5317716,0.9990971186307608,0.9986783910392295,east,True,True,diagram_auto,
1028,1,76167,76167,42299,33868,4138,38161,674214,0.5553454908293618,0.501017501017501,west,True,True,diagram_auto,
1028,2,76167,76167,42607,33560,895,41712,920314,0.5593892368085916,0.5476387411871283,west,True,True,diagram_auto,
1028,3,76167,76167,42618,33549,17,42601,4245544,0.5595336563078499,0.559310462536269,north,True,True,diagram_auto,
1028,4,76167,76167,42616,33551,58,42558,4517908,0.5595073982170756,0.5587459135846232,north,True,True,diagram_auto,
1028,5,76167,76167,42619,33548,16,42603,5267666,0.559546785353237,0.5593367206270432,east,True,True,diagram_auto,
1028,6,76167,76167,42619,33548,19,42600,3186671,0.559546785353237,0.5592973334908818,east,True,True,diagram_auto,
1029,1,76422,76422,74260,2162,216,74044,9071388,0.971709717097171,0.9688833058543351,west,True,True,manual,Graphic/1029.png and worked 1029.xlsx
1029,2,76422,76422,75322,1100,143,75179,8506386,0.9856062390411138,0.9837350501164586,west,True,True,manual,Graphic/1029.png and worked 1029.xlsx
1029,3,76422,76422,75291,1131,1921,73370,3077572,0.9852005966868179,0.9600638559577085,west,True,True,manual,Graphic/1029.png and worked 1029.xlsx
1029,4,76422,76422,75105,1317,4824,70281,1426402,0.9827667425610427,0.919643558137709,north,True,True,manual,Graphic/1029.png
1029,5,76422,76422,75299,1123,1861,73438,1878589,0.9853052785847007,0.9609536520897124,north,True,True,manual,Graphic/1029.png
1029,6,76422,76422,59298,17124,609,58689,3360935,0.7759283975818482,0.7679594881055194,east,True,True,manual,Graphic/1029.png
1029,7,76422,76422,56313,20109,179,56134,5220087,0.7368689644343251,0.7345267069691973,east,True,True,manual,Graphic/1029.png
1029,8,76422,76422,75317,1105,19526,55791,4901600,0.9855408128549371,0.730038470597472,east,True,True,manual,Graphic/1029.png
1030,1,22819,22819,22717,102,68,22649,1639658,0.9955300407555108,0.9925500679258512,unknown,True,True,data_only,
1030,2,22819,22819,22717,102,15,22702,1901719,0.9955300407555108,0.9948726938077918,unknown,True,True,data_only,
1030,3,22819,22819,22717,102,80,22637,1396057,0.9955300407555108,0.9920241903676761,unknown,True,True,data_only,
1030,4,22819,22819,22722,97,111,22611,1050988,0.9957491564047505,0.9908847889916298,unknown,True,True,data_only,
1030,5,22819,22819,18031,4788,61,17970,770835,0.7901748542880933,0.7875016433673693,unknown,True,True,data_only,
1030,6,22819,22819,22716,103,213,22503,1474461,0.9954862176256628,0.9861518909680529,unknown,True,True,data_only,
1030,7,22819,22819,22723,96,15,22708,2098335,0.9957929795345983,0.9951356325868793,unknown,True,True,data_only,
1030,8,22819,22819,22771,48,474,22297,1541569,0.9978964897672992,0.9771243262193786,unknown,True,True,data_only,
1030,9,22819,22817,22771,46,1390,21381,352017,0.9979839593285708,0.9370644694745146,unknown,True,True,data_only,
1030,10,22819,22817,22771,46,643,22128,565652,0.9979839593285708,0.9698032168996801,unknown,True,True,data_only,
1031,1,76422,76422,73224,3198,4964,68260,2311231,0.9581534113213472,0.8931982936850645,south,True,True,diagram_auto,
1031,2,76422,76422,74735,1687,538,74197,3169896,0.9779252047839627,0.9708853471513439,south,True,True,diagram_auto,
1031,3,76422,76422,73809,2613,544,73265,2635514,0.9658082751040277,0.9586899060479966,south,True,True,diagram_auto,
1031,5,76422,76422,75249,1173,2514,72735,2562586,0.9846510167229332,0.9517547303132606,west,True,True,diagram_auto,
1031,6,76422,76422,75574,848,326,75248,3584137,0.9889037188244223,0.9846379314856978,west,True,True,diagram_auto,
1031,7,76422,76422,75652,770,594,75058,3476162,0.9899243673287796,0.9821517364109811,west,True,True,diagram_auto,
1031,9,76422,76422,76081,341,2089,73992,4332521,0.9955379341027453,0.9682028735180969,north,True,True,diagram_auto,
1031,10,76422,76422,76081,341,8508,67573,5680179,0.9955379341027453,0.8842087357043783,north,True,True,diagram_auto,
1031,11,76422,76422,76080,342,8837,67243,5111636,0.99552484886551,0.8798906074167124,north,True,True,diagram_auto,
1031,13,76422,76422,76081,341,891,75190,4274661,0.9955379341027453,0.9838789877260474,east,True,True,diagram_auto,
1031,14,76422,76422,76079,343,1141,74938,4123354,0.9955117636282745,0.980581507942739,east,True,True,diagram_auto,
1031,15,76422,76422,76076,346,2297,73779,4158513,0.9954725079165685,0.9654157179869671,east,True,True,diagram_auto,
1032,1,76422,76422,72175,4247,6518,65657,1863893,0.944426997461464,0.8591374211614456,south,True,True,diagram_auto,
1032,2,76422,76422,73622,2800,2521,71101,1957276,0.963361335741017,0.9303734526706969,south,True,True,diagram_auto,
1032,3,76422,76422,73536,2886,1833,71703,1739946,0.9622360053387768,0.9382507654863783,south,True,True,diagram_auto,
1032,4,76422,76422,73862,2560,3468,70394,2043261,0.9665017926775012,0.9211221899453037,south,True,True,diagram_auto,
1032,5,76422,76422,75859,563,211,75648,6503283,0.9926330114364973,0.9898720263798383,west,True,True,diagram_auto,
1032,6,76422,76422,75828,594,332,75496,6606647,0.9922273690822014,0.987883070320065,west,True,True,diagram_auto,
1032,7,76422,76422,52046,24376,397,51649,4329835,0.6810342571510821,0.6758394179686478,west,True,True,diagram_auto,
1032,9,76422,76422,75621,801,2795,72826,2698731,0.9895187249744838,0.9529454869016776,north,True,True,diagram_auto,
1032,10,76422,76422,75994,428,3370,72624,2625613,0.9943995184632698,0.9503022689801366,east,True,True,diagram_auto,
1032,11,76422,76422,75733,689,727,75006,7308721,0.9909842715448431,0.9814713040747429,east,True,True,diagram_auto,
1032,12,76422,76422,75013,1409,7414,67599,7480305,0.9815629007353903,0.8845489518724975,east,True,True,diagram_auto,
1033,1,76422,76422,75359,1063,332,75027,2992896,0.9860903928188218,0.9817460940566852,south,True,True,diagram_auto,
1033,2,76422,76422,75365,1057,65,75300,3644750,0.9861689042422339,0.985318363821936,south,True,True,diagram_auto,
1033,3,76422,76422,74799,1623,178,74621,8051403,0.9787626599670252,0.9764334877391327,south,True,True,diagram_auto,
1033,4,76422,76422,75364,1058,77,75287,2597725,0.9861558190049986,0.9851482557378766,west,True,True,diagram_auto,
1033,5,76422,76422,75353,1069,433,74920,2450855,0.9860118813954097,0.9803459736725026,west,True,True,diagram_auto,
1033,6,76422,76422,75266,1156,2569,72697,1873340,0.9848734657559342,0.9512574912983173,north,True,True,diagram_auto,
1033,7,76422,76422,75357,1065,332,75025,2866596,0.9860642223443511,0.9817199235822145,north,True,True,diagram_auto,
1033,8,76422,76422,75529,893,567,74962,2874843,0.9883148831488315,0.9808955536363875,north,True,True,diagram_auto,
1033,9,76422,76422,75528,894,2664,72864,1726299,0.9883017979115961,0.9534427259166208,east,True,True,diagram_auto,
1033,10,76422,76422,75528,894,1003,74525,2319991,0.9883017979115961,0.975177304964539,east,True,True,diagram_auto,
1034,1,76422,76422,74465,1957,1896,72569,2584199,0.9743921907304179,0.9495825809321923,south,True,True,diagram_auto,
1034,2,76422,76422,75828,594,35,75793,4509494,0.9922273690822014,0.9917693857789641,south,True,True,diagram_auto,
1034,3,76422,76422,75818,604,152,75666,4270240,0.992096516709848,0.9901075606500745,south,True,True,diagram_auto,
1034,4,76422,76422,74533,1889,5607,68926,1800727,0.9752819868624218,0.9019130616838084,south,True,True,diagram_auto,
1034,5,76422,76422,73867,2555,248,73619,5814643,0.966567218863678,0.963322080029311,west,True,True,diagram_auto,
1034,6,76422,76422,75816,606,171,75645,6848088,0.9920703462353773,0.9898327706681322,west,True,True,diagram_auto,
1034,7,76422,76422,75820,602,40,75780,4079728,0.9921226871843186,0.9915992776949046,north,True,True,diagram_auto,
1034,8,76422,76422,75825,597,656,75169,3578805,0.9921881133704954,0.9836041977441051,north,True,True,diagram_auto,
1034,9,76422,76422,75826,596,1533,74293,2647638,0.9922011986077307,0.9721415299259376,north,True,True,diagram_auto,
1034,10,76422,76422,75825,597,970,74855,2613122,0.9921881133704954,0.9794954332522049,east,True,True,diagram_auto,
1034,11,76422,76422,75824,598,75811,13,269,0.9921750281332601,0.000170108084059564,east,True,False,diagram_auto,
1035,1,76422,76422,74939,1483,1271,73668,4738695,0.9805945931799743,0.9639632566538431,south,True,True,diagram_auto,
1035,2,76422,76422,74961,1461,143,74818,6060966,0.980882468399152,0.9790112794744968,south,True,True,diagram_auto,
1035,3,76422,76422,74959,1463,199,74760,5173589,0.9808562979246813,0.9782523357148465,south,True,True,diagram_auto,
1035,4,76422,76422,74528,1894,551,73977,1869296,0.9752165606762451,0.9680065949595666,west,True,True,diagram_auto,
1035,5,76422,76422,74489,1933,421,74068,3582569,0.9747062364240664,0.9691973515479836,west,True,True,diagram_auto,
1035,6,76422,76422,74467,1955,870,73597,3266869,0.9744183612048887,0.9630342048101332,north,True,True,diagram_auto,
1035,7,76422,76422,74308,2114,296,74012,4911189,0.9723378084844678,0.9684645782628039,north,True,True,diagram_auto,
1035,8,76422,76422,75462,960,1303,74159,4427423,0.9874381722540629,0.9703881081364005,north,True,True,diagram_auto,
1035,9,76422,76422,75461,961,2631,72830,3576396,0.9874250870168276,0.9529978278506189,east,True,True,diagram_auto,
1035,10,76422,76422,75459,963,3772,71687,4109463,0.9873989165423569,0.9380414016906127,east,True,True,diagram_auto,
1035,11,76422,76422,75458,964,104,75354,4860901,0.9873858313051216,0.986024966632645,east,True,True,diagram_auto,
1036,1,76422,76422,75866,556,76,75790,11367575,0.9927246080971448,0.9917301300672581,south,True,True,diagram_auto,
1036,2,76422,76422,75862,560,102,75760,10351643,0.9926722671482034,0.9913375729501975,south,True,True,diagram_auto,
1036,3,76422,76422,73652,2770,73652,0,0,0.9637538928580776,0.0,south,True,False,diagram_auto,
1036,4,76422,76422,75884,538,106,75778,3521325,0.9929601423673812,0.9915731072204339,west,True,True,diagram_auto,
1036,5,76422,76422,75873,549,179,75694,3358635,0.9928162047577923,0.9904739472926645,west,True,True,diagram_auto,
1036,7,76422,76422,57590,18832,2342,55248,4297817,0.7535788123838685,0.7229331867786764,west,True,True,diagram_auto,
1036,8,76422,76422,76163,259,18464,57699,6533785,0.9966109235560441,0.7550051032425218,north,True,True,diagram_auto,
1036,9,76422,76422,76164,258,19406,56758,4892113,0.9966240087932794,0.7426918950040564,north,True,True,diagram_auto,
1036,10,76422,76422,76162,260,7738,68424,1803484,0.9965978383188088,0.895344272591662,north,True,True,diagram_auto,
1036,11,76422,76422,76162,260,1571,74591,2837048,0.9965978383188088,0.9760409306220722,east,True,True,diagram_auto,
1036,12,76422,76422,76162,260,5806,70356,6186815,0.9965978383188088,0.9206249509303603,east,True,True,diagram_auto,
1036,13,76422,76422,76162,260,2574,73588,2739496,0.9965978383188088,0.962916437675015,east,True,True,diagram_auto,
1037,1,76422,76422,246,76176,157,89,7374,0.003218968359896365,0.0011645861139462459,south,True,False,diagram_auto,
1037,2,76422,76422,36988,39434,119,36869,1658210,0.4839967548611656,0.48243961163015886,south,True,True,diagram_auto,
1037,3,76422,76422,37292,39130,437,36855,1490788,0.48797466698071235,0.48225641830886395,south,True,True,diagram_auto,
1037,4,76422,76422,36880,39542,1158,35722,1344033,0.4825835492397477,0.46743084452121114,west,True,True,diagram_auto,
1037,5,76422,76422,37547,38875,2539,35008,1227033,0.4913114024757269,0.4580879851351705,west,True,True,diagram_auto,
1037,6,76422,76422,36955,39467,413,36542,1621997,0.483564942032399,0.47816073905419904,west,True,True,diagram_auto,
1037,7,76422,76422,36946,39476,578,36368,1401991,0.4834471748972809,0.47588390777524797,north,True,True,diagram_auto,
1037,8,76422,76422,36958,39464,1013,35945,1056384,0.4836041977441051,0.4703488524246945,north,True,True,diagram_auto,
1037,9,76422,76422,38782,37640,1919,36863,1587011,0.5074716704613854,0.4823611002067468,north,True,True,diagram_auto,
1037,10,76422,76422,36958,39464,63,36895,1508801,0.4836041977441051,0.482779827798278,east,True,True,diagram_auto,
1037,11,76422,76422,36958,39464,210,36748,1528870,0.4836041977441051,0.4808562979246814,east,True,True,diagram_auto,
1037,12,76422,76422,36957,39465,654,36303,1335308,0.48359111250686976,0.47503336735495016,east,True,True,diagram_auto,
1038,1,76422,76422,58628,17794,188,58440,1693144,0.7671612886341629,0.7647012640339169,south,True,True,diagram_auto,
1038,2,76422,76422,58620,17802,871,57749,1747836,0.7670566067362802,0.7556593651042893,south,True,True,diagram_auto,
1038,3,76422,76422,58625,17797,982,57643,1700389,0.7671220329224568,0.7542723299573422,south,True,True,diagram_auto,
1038,4,76422,76422,42841,33581,1982,40859,2838711,0.5605846483996755,0.5346497081992097,west,True,True,diagram_auto,
1038,5,76422,76422,38941,37481,287,38654,2908705,0.5095522231818063,0.5057967600952605,west,True,True,diagram_auto,
1038,6,76422,76422,3600,72822,94,3506,258522,0.04710685404726388,0.04587684174714088,west,True,True,diagram_auto,
1038,7,76422,76422,42916,33506,268,42648,3100884,0.5615660411923268,0.5580591976132527,west,True,True,diagram_auto,
1038,9,76422,76422,58644,17778,9345,49299,1812063,0.7673706524299285,0.6450891104655727,north,True,True,diagram_auto,
1038,10,76422,76422,58644,17778,9217,49427,2057153,0.7673706524299285,0.6467640208316977,north,True,True,diagram_auto,
